username,acctdesc,location,following,followers,totaltweets,timestamp,retweetcount,favcount,text
Freehk67400159,"🇭🇰HongKonger. 🌏Nature Lover.🐳 Diver. 🦉Bird Nerd.
🔥🔥🔥光復香港 時代革命🔥🔥🔥
#FollowBackHongKong
#科勞手足",Hong Kong,200,99,247,9/10/19 16:08,0,191,"LET JUSTICE BE DONE!
#antichinazi 
#StandWithHongKong 
#FightForFreedom https://t.co/L4ThwhO3fz"
HKBearBear,一名香港師奶,,290,326,6179,29/8/19 23:33,0,3470,"@SenRickScott @ronniechoichoi Just wonder how soon do you expect the #HongKongHumanRightsAndDemocracyAct can be passed?  
#HKPoliceTerrorism #HKPoliceBrutality"
DingNovo,Love and Peace can heal,,43,47,1603,21/9/19 11:28,1130,1976,"Tuen Mun.  Local resident gets harassed by #HKPolice as he tries to go home.  They order him to cross a red light then confront him afterwards.  Who are the ones disturbing daily lives of ordinary citizens again?

#StandWithHongKong #HongKongProtests https://t.co/TDJVxS8Z5D"
Tofu77881,"#followbackhongkong 

香港人 // 日本語/ENG // 絵描き垢 @amireikoko",,275,138,272,15/8/19 1:33,322,439,"The ongoing #HKprotests are characterised by mainland China media as pro-independence. Actually, overwhelming majority of HK ppl are against HK Independence. The protest demands are not related to independence. https://t.co/8ZwJNWUOHe"
proud_of_HKers,HongKonger 頑張れ💪🏻 五大訴求 缺一不可 #5DemandsNotOneLess #FreeHK South Park Fans♥️ pso2 player 🎮,Hong Kong,1130,623,6664,17/8/19 13:27,73,7379,"these pictures are really powerful. as someone who lives here, i too have been struggling to cope with the mental dissonance between protest days and non-protest days 

take a look: https://t.co/g2mgHziMXP

#HongKong #HongKongProtests https://t.co/Pv8cwbt1zA"
FRHK20,,,84,157,9459,27/8/19 17:40,680,10143,An RTHK staff union says frontline police officers are deliberately attacking journalists because they're scared of their treatment of protesters being filmed. #HongKong https://t.co/rSzz4BQEsj
concon929,"#FollowBackHongKong
Disney🏰‖Food😋‖Music🎵
I won't be silenced
You can't keep me quiet
Won't tremble when you try it
All I know is I won't go speechless",,1435,2047,3738,18/8/19 13:03,180,9294,"LIVE TV ALERT‼️

I’ll be joining @DavidAsmanfox on @FoxBusiness today at 5:30PM to discuss our latest efforts to support the fight for freedom and human rights in #HongKong.

Tune in! 📺👀"
WongKongRen1,,,7,19,706,7/10/19 9:51,1,932,@LowyInstitute #CCP has exploited free market of #HongKong to fund its rapid expansion and oppression inside its border for so long. The west must do sth about it!
JoachimWatson,"[My old account hacked by Chinese bot][Never kneel to #CCP]

Climber & Human-rights fighter",,119,318,899,2/10/19 12:10,65,791,"Our mobile billboard is also driving round the block outside #BlizzCon2019, and we spotted our first #MeiWithHongKong cosplayer for today! 

Show us your creative 🇭🇰 cosplays! 

#StandWithHK #FreedomHK

Photo credit: u/thejennysaur https://t.co/qciQfrD8Yv"
FRHK20,,,84,157,9459,27/8/19 17:40,641,10143,"【112 Global Rallies】

On 2 November (Sat), global rallies will be held in over 48 cities in 17 countries in support of autonomy for Hong Kong, as promised in the Sino-British Joint Declaration.

#FightforAutonomy #StandWithHK 
#HongKongSOS #112

https://t.co/sKRYn00GBE https://t.co/WVCEdwwSyy"
spread852,"文宣🇭🇰兄弟爬山 各自努力
#HongKongProtest
#followbackhongkong  #科勞手足
                details❗https://t.co/dAHvbwZ9Tj",,46,18,57,22/10/19 12:54,1994,118,"#HongKongPolice shoots Tear Gas at   Hong Kong Citizens. Some of them are just driving or taking bus nearby.

#HongKongProtest #StandWithHongKong #FreeHongKong #FreedomHK #FiveDemandsNotOneLess https://t.co/4NPT93Q28s"
DawninDark,"Support HK Human Rights and Democracy Act ! For more info of the protest in Hong Kong, Please vist",,393,343,4448,18/2/19 9:40,135,2537,"Thank you @SolomonYue 
Without your help, we can’t make it. Hongkongers are grateful for what you have done for #HongKong 
Let’s work together to get the #HongKongHumanRightsAndDemocracyAct passed ❗️ https://t.co/hGVtU0GRuY"
Brian14870147,A Hong Konger,,95,16,272,30/7/17 12:22,0,1651,"Thanks buddy~
#StandWithHongKong #HongKongProtests #HongKong https://t.co/L1nOKkrDZW"
casslsycass,"黎明前嘅黑暗係至撚黑暗
The night just before the dawn is the fucking darkest
👉https://t.co/vdpO29M2PI",Hong Kong,676,508,2735,23/3/16 18:57,347,3390,Thank you @PrivateEyeNews for reporting this. The @GOVUK is talking out of both sides of its mouth. We must stop selling tear gas and other “strategic exports” to SAR. They are being used to suppress the cry of #HongKong for freedom and dignity. https://t.co/GEIRKxEFZK
bellawh87913029,"BNO is British~
Stand with Hong Kong!",,53,5,138,25/9/19 8:00,3,136,@BBCWorld #HongKong is in #HKPoliceState. #HKPolice arrested people indiscriminately. They pointed gun at people’s head in ready-to-shoot state. #PressFreedom is repressed. Injunction bans internet access of lihkg &amp; @telegram. Celebrating festival is a crime. Pls #StandwithHK #FreedomHK https://t.co/KvebZKehKz
ResearchRonin,Freelance solutions to problems most people don't want to think about.,,419,276,652,3/7/19 16:31,9,0,"The only acceptable ""improvement"" is universal suffrage. #HongKong #China https://t.co/TPDYkH1Ylc"
McguffinPure,A Hongkonger. Rather die like a human than live like a slave. God bless Hong Kong. #followbackhongkong,,319,182,594,24/5/16 10:14,347,2794,Thank you @PrivateEyeNews for reporting this. The @GOVUK is talking out of both sides of its mouth. We must stop selling tear gas and other “strategic exports” to SAR. They are being used to suppress the cry of #HongKong for freedom and dignity. https://t.co/GEIRKxEFZK
Freedom29003758,,,535,147,727,30/10/19 0:34,12,720,"🗣 Check out this thread for global rallies in your nearest city!

Hope to you at 11.2 #StandwithHK Global Rallies.

#HongKong #HongKongProtests https://t.co/zYbTMNU9xC"
HkrevInfo,We are a group of volunteers aiming to provide the most updated info on the developments linked to the Extradition Bill in Hong Kong. Please visit our webpage.,Hong Kong,71,2846,594,8/9/19 16:28,0,2386,"Now sure how practical this is 🤷🏻‍♀️
#HongKong #HKprotests 

More from @HongKongFP: 
https://t.co/HCHrg0Va8J"
Gac_Motor,Welcome to the official #GACMotor account. EXCELLENT CAR FOR LOVED ONES!,"Guangzhou,China",64,42284,1659,14/9/12 4:13,347,382,Thank you @PrivateEyeNews for reporting this. The @GOVUK is talking out of both sides of its mouth. We must stop selling tear gas and other “strategic exports” to SAR. They are being used to suppress the cry of #HongKong for freedom and dignity. https://t.co/GEIRKxEFZK
yuudamari,she/her|💙そらるさん💙|💚💜浦島坂田船❤️💛|アイコン：ゆる女子メーカー (@hana_bee_さん)|光復香港 時代革命 🇭🇰,please read carrd byf! ty! ,583,132,14654,10/3/15 11:17,65,42202,"Our mobile billboard is also driving round the block outside #BlizzCon2019, and we spotted our first #MeiWithHongKong cosplayer for today! 

Show us your creative 🇭🇰 cosplays! 

#StandWithHK #FreedomHK

Photo credit: u/thejennysaur https://t.co/qciQfrD8Yv"
canlingtuforefe,,,53,6,1868,2/2/13 19:56,957,4577,"OMFG!😱 Watch at 0:09 how butthurt #HKPolice gets when somebody walks by and couldn't stand their body odor ""嘩好臭呀!""  The whole canine unit did a 180 turn to chase and bark at him!

#StandWithHongKong #HongKongProtests https://t.co/kDquHMmZ44"
yanroid39,こんにちは！YAN(ヤン)でございます！よろしくね！ね!! ね!!! (； ･`д･´),https://pixiv.me/yanxoxo,73,66,2466,7/10/11 11:13,65,1036,"Our mobile billboard is also driving round the block outside #BlizzCon2019, and we spotted our first #MeiWithHongKong cosplayer for today! 

Show us your creative 🇭🇰 cosplays! 

#StandWithHK #FreedomHK

Photo credit: u/thejennysaur https://t.co/qciQfrD8Yv"
yuudamari,she/her|💙そらるさん💙|💚💜浦島坂田船❤️💛|アイコン：ゆる女子メーカー (@hana_bee_さん)|光復香港 時代革命 🇭🇰,please read carrd byf! ty! ,583,132,14654,10/3/15 11:17,74,42202,"Good morning LA! 🇺🇸 our volunteers are right outside #BlizzCon2019, come say hi and get a #MeiWithHongKong tee and flyer to #StandWithHK!

#BlizzCon #FreeHongKong #FreedomHK https://t.co/zWRgdbpIdu"
SheenCon,It is better to offer no excuse than a bad one,,84,42,4126,24/9/19 3:52,65,5546,"Our mobile billboard is also driving round the block outside #BlizzCon2019, and we spotted our first #MeiWithHongKong cosplayer for today! 

Show us your creative 🇭🇰 cosplays! 

#StandWithHK #FreedomHK

Photo credit: u/thejennysaur https://t.co/qciQfrD8Yv"
tc20194,"EXO-L, ONCE~ Liberate 🇭🇰! Fight for Freedom! #StandwithHongKong #FollowbackHongKong #科勞手足",,546,364,5761,28/9/19 2:14,83,8685,Hong Kong election candidates survive political vetting… with one exception https://t.co/JaqR7o4s4S @joshuawongcf#HongKong #China #antiELABhk #antiELAB #HongKongProtests @demosisto
Josephi67460398,"Stand with Hong Kong. Fight for freedom. 
         When a man is denied the right to live the life he believes in, he has no choice but to become an outlaw.",Iceland,190,85,827,4/9/19 23:54,7,1480,@Hongkong3333333 @SolomonYue @hkpoliceforce @HawleyMO How can u tell who is he?  #HKPoliceBrutality #hkprotest https://t.co/meRo4H70O2
Freedom29003758,,,535,147,727,30/10/19 0:34,0,720,"Stand with HK. Fight for freedom!
Free Hong Kong. Democracy now!
Five demands, not one less!#HKHumanRightsandDemocracyAct #HongKongProtests #weConnect https://t.co/dOeBU7iJTu"
manthe3rd1,如果天空是黑暗的，那就摸黑生存； 如果发出声音是危险的，那就保持沉默； 如果自觉无力发光的，那就蜷伏于墙角。 但不要习惯了黑暗就为黑暗辩护； 不要为自己的苟且而得意； 不要嘲讽那些比自己更勇敢热情的人们。 我们可以卑微如尘土，不可扭曲如蛆虫。,,206,2839,5495,29/11/18 21:12,9,866,"The only acceptable ""improvement"" is universal suffrage. #HongKong #China https://t.co/TPDYkH1Ylc"
LiewZiv,,,49,2,121,13/10/19 4:37,0,224,"@StateDept @FRCdc @SecPompeo The world is small,you can't hide what you have done, like before.
The world is pure,before it's cover with the path of sin, dragging with golden chain.
And the world is death ,if there's no one confronted totalitarianism.
Let the world Shattered,or us.
#StandWithHongKong
#SOSHK"
smallpo02101515,香港害羞教師 170/51/27 0.5 缺乏安全感 需要被保護 想要穩定的關係 不接受約炮,,121,17,95,5/9/19 6:16,3397,820,"Flashing strong light at someone’s face is how #Police maintain the law n safety in #HongKong now? When the man in suit asked the police for the police’s no.,the police replied provocatively“Look!Can’t you read you dickhead,here’s the no.”while there’s no no. on him. #PoliceState https://t.co/Vq5dr0UOJm"
jo_joycf,"An ordinary Hong Kong Citizen
#HongKonger
#Fightforfreedom
#StandwithHongKong
#followbackhongkong",香港,549,335,499,30/8/19 5:43,0,295,"@washingtonpost Patriotism cannot be taught. You don't need to force the people to love their country. Just make the country lovable, people will love it. 
#AntiCCP 
#antichinazi"
RoadFromSerfdom,I have nothing to declare except my honesty.,,1094,759,1968,15/3/11 3:35,0,15354,"@pcgamer Free Hong Kong, Free Blizzard.
#StandWithHongKong https://t.co/4ZlBuBscrk"
Lawly101,Proud to be #HongKonger 🇭🇰 l baby steps are always hard yet we should try our best | may glory to 🇭🇰🇲🇨,,607,343,2351,4/9/19 15:36,0,2237,"31Oct #Halloween19 apt frm the #PartyBan in #LanKwaiFong the famous party district in #HK, #HKPF carried out""CrowdMgtOps""in areas incl #MongKok as well.Filmin in #PortlandSt,a female passerby was pointed blank w/o reason.#HongKong now is a #PoliceState.credit to IG @nth.anthony https://t.co/GbdVGIMkg3"
ho_steffie,"Pursuing #Justice, #Liberty, #Democracy, #Freedom and #Love as a #HongKonger. 👥🌍👥🌍👥🌍👥🌍",,782,2052,1072,1/9/19 7:19,3,1738,Saw this in SF. Thanks for whoever’s posting this on the street. #fuckHKpolice #HKPoliceBrutality #StandWithHongKong https://t.co/3mMCBy8UTY
2019st1,FREEDOM IS NOT FREE🇭🇰HomeKong #FollowBackHongKong #FightForFreedom #StandWithHongKong,,249,121,145,18/10/19 17:42,258,114,I guess this police officer did not had any treat so someone did a trick on him. #Halloween in #HongKong #hongkongprotests #antielabhk https://t.co/i2YPncolb9
rubyLTC,,Hong Kong,44,22,273,25/4/12 3:46,0,674,"@washingtonpost @BeLightinHK A government that kills and tortures its own people everyday talks about “patriotic education”, how ironic! Their definition of “patriotic” is about being loyal to #CCP , not to the nation.
#StandWithHongKong https://t.co/IEE3a5E4Ia"
tc20194,"EXO-L, ONCE~ Liberate 🇭🇰! Fight for Freedom! #StandwithHongKong #FollowbackHongKong #科勞手足",,546,364,5761,28/9/19 2:14,50,8685,"After 21 weeks of the society’s chaos caused by #CarrieLam, What are the symptoms of #HongKongers ?

1. Insomnia
2. Tough mentality
3. Strive for Freedom
4. Brave
5. Tear-gas proof
6. Smoker
......
What else?

#HongKong #HongKongProtests #StandWithHongKong https://t.co/q9nSEIHWqo"
MikePet80634096,"Retired US Army  (Afghanistan/Iraq) Vet, Military History, Political Science, Guitar Player, Searching for Truth","Illinois, Québec, UK,",461,662,131589,15/4/17 6:42,57,11249,"#HongKong flash mob: ""Do You Hear the People Sing"" on Mong Kok street https://t.co/Nx1Dk854QW"
luronny,Let's go Lakers! This is your year.,,2490,326,12283,13/6/09 5:26,640,124333,"Last night, a woman is being dragged on the ground, while  #HongKongPolice pointed her with a gun.

I don't want to use such word but it's a hunt.

I wonder how long it takes to be another #ConcentrationCamps beside #Xinjiang.

#HumanRights #StandWithHongKong #China70yearsOfShame https://t.co/gTF1WHHS0l"
realikamusume,#ストライクウィッチーズ　#ブレイブウィッチーズ　#イカ娘　#ガルパン,海の家れもん,698,1266,94927,17/9/17 23:38,9,79210,"The only acceptable ""improvement"" is universal suffrage. #HongKong #China https://t.co/TPDYkH1Ylc"
proud_of_HKers,HongKonger 頑張れ💪🏻 五大訴求 缺一不可 #5DemandsNotOneLess #FreeHK South Park Fans♥️ pso2 player 🎮,Hong Kong,1130,623,6664,17/8/19 13:27,180,7379,"LIVE TV ALERT‼️

I’ll be joining @DavidAsmanfox on @FoxBusiness today at 5:30PM to discuss our latest efforts to support the fight for freedom and human rights in #HongKong.

Tune in! 📺👀"
fxxkchicrybaby,Vivre en paix. Se battre pour la liberté.,,359,113,1039,28/9/19 5:15,548,1649,"Senator Hawley: ""We are in for a long struggle with China to defend our economy and our people. We’ve surrendered too much ground already. Now is the time to take a stand, by standing with Hong Kong."" #StandWithHongKong"
Doris64713490,,,27,5,470,1/10/19 4:31,238,640,"In a Friday press conference, a #HongKong social worker complained that after being repeatedly beaten on the head by police in Mong Kok on Thursday night - without being arrested - officers gathered around to taunt him asking if he had ""bumped into something"".

#HongKongprotests https://t.co/F0Xwmn7VWu"
skeletate,23 || 🇬🇧 || chemistry || ace || he/she/they/them/it || anime&manga hellspawn || currently in mdzs hell || icon: @_shaycreates || header: @_pasteldonut,"England, United Kingdom",421,64,4726,4/5/19 13:02,65,2104,"Our mobile billboard is also driving round the block outside #BlizzCon2019, and we spotted our first #MeiWithHongKong cosplayer for today! 

Show us your creative 🇭🇰 cosplays! 

#StandWithHK #FreedomHK

Photo credit: u/thejennysaur https://t.co/qciQfrD8Yv"
MynameisAmy7,"Lover of God ✝️,  Family, Reality TV, kids & critters, astrology.  Texan
When we die - No skin, race or prejudice.
I worship the creator. I learn from created.",,371,181,7088,29/4/19 20:05,9,21409,"#China will “perfect” the way the leader of #HongKong is appointed and replaced, and won’t tolerate separatism or threats to #NationalSecurity there, a senior #Chinese official said on Nov. 1 after a meeting of the top leadership. https://t.co/87aXINp8RY"
SanuGeorgeTV,"Studio Director/Broadcast Operations. Previously with @Bloomberg, @timesnow, etc. Saved by Grace, not by works!",World,187,202,6626,3/9/09 7:28,238,672,"New data has confirmed that months of anti-government protests have tipped the economy of #HongKong, already under pressure from China's slowdown and its trade conflict with the U.S., into recession. By @ZColemanHK #HongKongProtests #China #tradewar https://t.co/oq5bw5SUfn"
cwy31640675,AB6IX,,85,5,290,22/10/19 15:27,15,422,"@nytimes Hong Kong is now already a #HKPoliceState , is CCP mean to let PLA subdue HKers? https://t.co/YFxPhgjE8V"
chan_fayne,,,55,5,109,5/3/18 6:18,0,148,We cannot forget the brutality of HK police. It happened on 29 Sept. HK POPO committed criminal crimes.  They are criminals. Let's put them to the court and then to the prison.https://t.co/0DLs5SK4Fb @tedcruz #PoliceBrutalityHK #PoliceState #StandWithHongKong
tc20194,"EXO-L, ONCE~ Liberate 🇭🇰! Fight for Freedom! #StandwithHongKong #FollowbackHongKong #科勞手足",,546,364,5761,28/9/19 2:14,106,8685,Police suggest that a reporter who complained of being doxxed after staging a protest at the force's briefing on Monday could have been targeted by her fellow journalists. #HongKong  https://t.co/42DaaEVtL9
Elvis_Donut,"|✝||♉️||🇲🇽🇪🇸||24| I’m just lurking, occasionally I’ll say something",,93,11,2245,10/10/17 23:58,24,2475,"#BlizzCon2019 dont forget this company tried to silence a pro hearthstone player because he wanted to stand with his country Hong Kong and fired two casters, Blizzard would rather protect an authoritarian state then stand for free speech. #BoycottBlizzard #StandWithHongKong"
DawninDark,"Support HK Human Rights and Democracy Act ! For more info of the protest in Hong Kong, Please vist",,393,343,4448,18/2/19 9:40,479,2537,"We #StudentUnions will co-organize the “Emergency Call For Hong Kong Autonomy” rally at #VictoriasPark on #2ndNov w/ @Stand_with_HK &amp; several others. While overseas #Hongkongers echoe globally.

We need you in writing the #1million history, see you #2ndNov.🇭🇰

#StandWithHK https://t.co/zUmunYG52E"
elena25663495,"Boiling frog in HK, wake up n find myself hiding in the past. Focusing on HK tweets, voice of one of the citizens https://t.co/dq4DLslTgt",,548,348,1236,21/8/19 14:22,238,8163,"In a Friday press conference, a #HongKong social worker complained that after being repeatedly beaten on the head by police in Mong Kok on Thursday night - without being arrested - officers gathered around to taunt him asking if he had ""bumped into something"".

#HongKongprotests https://t.co/F0Xwmn7VWu"
BryanWasTaken,Just another 3rd rate duelist with a 4th rate deck.,Garreg Mach Monastery,161,55,8223,27/1/15 22:52,65,20770,"Our mobile billboard is also driving round the block outside #BlizzCon2019, and we spotted our first #MeiWithHongKong cosplayer for today! 

Show us your creative 🇭🇰 cosplays! 

#StandWithHK #FreedomHK

Photo credit: u/thejennysaur https://t.co/qciQfrD8Yv"
mintcho95795318,A Hongkonger,Hong Kong,149,331,9478,31/8/19 16:14,62,13487,"Speechless...😶
#HKGestapo
#HKPoliceState

Original post:
https://t.co/YG73wh3ZCc https://t.co/Zz3JHJzJ5b"
777goestodie,"Fight for freedom, stand with Hong Kong. Five demands, not one less.",,89,49,384,12/3/19 1:40,117,627,"1 Oct 2019 — #HongKongPolice fired live ammo #bullet right at the chest of a 18-yr-old student, Tsang Chi Kin. The bullet is just #3cm next to his Heart.

#HongKongers will NEVER forget.
We will NEVER forgive.

#殺子政權 #天滅中共
#ResistBeijing #LiberateHongKong 
#HongKong https://t.co/gc4faBPAVJ"
DevonEastAsia,East Asian political commentator. Primary: 🇭🇰🇹🇼 2nd: 🇰🇷🇯🇵 3rd: 🇸🇬🇨🇳🇰🇵. Western politics: @DevonRowcliffe Non-political writing: @WhoAteTheSquid,,157,175,767,25/12/14 22:04,322,179,"The ongoing #HKprotests are characterised by mainland China media as pro-independence. Actually, overwhelming majority of HK ppl are against HK Independence. The protest demands are not related to independence. https://t.co/8ZwJNWUOHe"
skeletate,23 || 🇬🇧 || chemistry || ace || he/she/they/them/it || anime&manga hellspawn || currently in mdzs hell || icon: @_shaycreates || header: @_pasteldonut,"England, United Kingdom",421,64,4726,4/5/19 13:02,641,2104,"【112 Global Rallies】

On 2 November (Sat), global rallies will be held in over 48 cities in 17 countries in support of autonomy for Hong Kong, as promised in the Sino-British Joint Declaration.

#FightforAutonomy #StandWithHK 
#HongKongSOS #112

https://t.co/sKRYn00GBE https://t.co/WVCEdwwSyy"
HKBearBear,一名香港師奶,,291,326,6179,29/8/19 23:33,37,3470,We dressed as Winnie the Pooh in the New York Halloween Parade 🐻 #StandWithHongKong https://t.co/v5sLY5ffzU
Evange_McDowell,"Law & Constitution, Governance, Public Policy,  History,  Technology, Tropical Cycones......",,3341,668,140809,1/7/11 17:13,163,94403,"Oct 31 Mong Kok, #HongKong. Who suffered from indiscriminating tear gas shots from #HongKongPolice? Child, passerby, elderly. Who’s there to help them? Volunteer first-aider and black-clad young folks whom cops enjoy beating the shit up. #FreeHongKong

Video fm White Night Media https://t.co/GHSlcj7cxS"
AC09924736,"香港人加油! 香港人反抗! 😷
Twitter文宣新手，請多多指教
#FollowBackHK",,196,197,3679,14/9/19 16:10,293,2031,"It turns out the Electoral Officer Laura Aron who disqualified @joshuawongcf is actually a lawbreaker herself.

She constructed illegal structures on top of her house.

Absurdity in #HongKong just reached new heights: lawbreakers enforce law shamelessly. https://t.co/X2VmMF7ZnE"
relisophy,,湯隠れの里,45,23,502,12/4/11 12:59,90,821,"Even CNN is reporting #Hongkong protesters' violence now, biased Hongkong local media (eg. Apple Daily, Stand News, Hongkong Free Press.....) are still spreading fake news. 
https://t.co/a87QmjOrHO"
LauTim10664652,,,107,25,2359,1/9/19 5:33,1373,1584,"A foreign woman was arrested and tied up by HKPolice without legitimate reason. She called for help from the Press and the US Consulate @USAinHKMacau. 
#HongKongProtests #USA #HKPoliceBrutality 
#HKHumanRightsandDemocracyAct 
source 城大編委 https://t.co/yMhWIsM5BN"
FRHK20,,,84,157,9460,27/8/19 17:40,160,10144,"🚨 London stands with Hong Kong: Nov 2 Rally 🚨

We are co-organizing a rally in London with @Stand_with_HK, to call on the UK to #StandwithHK in the fight for democracy &amp; autonomy, against police brutality &amp; repression. 

Time: 2pm
Start: Marble Arch

https://t.co/7oFSITx874 https://t.co/UeCXze2Ib3"
xzxzanalazy,"HongKonger, my love is for Liverpool!!!! Fight For Freedom, please stand with Hong Kong. #FOLLOWBACKHONGKONG",Hong Kong,699,663,26695,4/3/18 14:47,3,27499,@BBCWorld #HongKong is in #HKPoliceState. #HKPolice arrested people indiscriminately. They pointed gun at people’s head in ready-to-shoot state. #PressFreedom is repressed. Injunction bans internet access of lihkg &amp; @telegram. Celebrating festival is a crime. Pls #StandwithHK #FreedomHK https://t.co/KvebZKehKz
Prayformyhomehk,HK,Hong Kong,172,26,940,14/7/19 15:26,0,814,"#glorytohongkong 
#antitotalitarianism 
#StandWithHongKong 
For the tears  we shed on our soil . For the anguish we bear in our turmoil. We keep our heads up, our voices strong. May freedom take root in HK https://t.co/DNlIoRuAES https://t.co/DCsKcXXUKf"
LauTim10664652,,,107,25,2359,1/9/19 5:33,0,1584,@CTVNews Just normal citizens to celebrate Halloween. They are not protesters.. #PoliceBrutality #HKPoliceTerrorism
LiuCdp2006nyc,我来自红瓦绿树碧海蓝天，美丽的海滨城市青岛，海边长大养成大海的性格，向往自由、爱好和平、伸张正义，喜欢结交四海之内朋友。始终过着；有酒大家一起喝，有肉大家一起吃的生活，自由自在习惯了。,"New York, NY",4983,3390,173640,9/3/17 2:29,640,166755,"Last night, a woman is being dragged on the ground, while  #HongKongPolice pointed her with a gun.

I don't want to use such word but it's a hunt.

I wonder how long it takes to be another #ConcentrationCamps beside #Xinjiang.

#HumanRights #StandWithHongKong #China70yearsOfShame https://t.co/gTF1WHHS0l"
mintcho95795318,A Hongkonger,Hong Kong,149,331,9478,31/8/19 16:14,6,13487,"This is what they called restricted force?
#HKGestapo
#HKPoliceState
https://t.co/tmFBAPExNY"
terryyipomni,Hongkonger 🇭🇰 Stand with Hong Kong! Fight for freedom! 香港人加油!! #FollowBackHongKong #FiveDemandsNotOneLess #StandwithHongKong #科勞手足 #FightForFreedom,Hong Kong,1910,759,1811,9/3/15 6:57,74,1282,"Good morning LA! 🇺🇸 our volunteers are right outside #BlizzCon2019, come say hi and get a #MeiWithHongKong tee and flyer to #StandWithHK!

#BlizzCon #FreeHongKong #FreedomHK https://t.co/zWRgdbpIdu"
ColeRoys,"Anti-Totalitarianism, fight for democracy and freedom",,8,1,78,27/10/19 14:12,16,23,"@SenHawleyPress Thank you very much for standing firm with integrity to support freedom,  democracy,  humanity &amp; human right in the world. Your voice to help us against the greatest dictator #Chinazi in the world is very important &amp; appreciated. #SOSHK #HongKong #HongKongProtests #antichinazi https://t.co/1hzo34A0bY"
terryyipomni,Hongkonger 🇭🇰 Stand with Hong Kong! Fight for freedom! 香港人加油!! #FollowBackHongKong #FiveDemandsNotOneLess #StandwithHongKong #科勞手足 #FightForFreedom,Hong Kong,1910,759,1811,9/3/15 6:57,65,1282,"Our mobile billboard is also driving round the block outside #BlizzCon2019, and we spotted our first #MeiWithHongKong cosplayer for today! 

Show us your creative 🇭🇰 cosplays! 

#StandWithHK #FreedomHK

Photo credit: u/thejennysaur https://t.co/qciQfrD8Yv"
Woowoow31880653,"DUAL SUFFRAGE! 
Five Demands Not One LEss
Freedom and Democracy
I LOVE Hong Kong",,1593,719,3874,15/8/19 14:59,1,2879,"@washingtonpost As expected, #China plan to eliminate hk civilians instead of solve the problem. They are showing their dictatorship to the world. #StandWithHongKong #FightForFreedom"
shiroihamusan,"Hongkongers add oil  ψ(｀∇´)ψ
(1) [All u need to know abt HK protest 2019 →https://t.co/vJzeoEjiiB]
(2) [圍爐tg gp: https://t.co/FUOsIURo2t…]",,623,1957,14172,27/8/19 17:39,65,13583,"Our mobile billboard is also driving round the block outside #BlizzCon2019, and we spotted our first #MeiWithHongKong cosplayer for today! 

Show us your creative 🇭🇰 cosplays! 

#StandWithHK #FreedomHK

Photo credit: u/thejennysaur https://t.co/qciQfrD8Yv"
xzxzanalazy,"HongKonger, my love is for Liverpool!!!! Fight For Freedom, please stand with Hong Kong. #FOLLOWBACKHONGKONG",Hong Kong,699,663,26695,4/3/18 14:47,2,27499,"[for record and spread]
The gun pointing at the protester’s head directly during the police operation. 

Unnecessary force, #hkpolice

#HKPoliceTerrorism 
#PoliceState

Traslation: Some claimed that hk police urge Facebook to delete the photo below, hence I repost it. https://t.co/VBrFO2V3xl"
WingedLionPC,#手足科勞 #Standwithhongkong #願榮光歸香港,Hong Kong,567,417,1243,20/1/10 4:12,0,1436,"@SenHawleyPress @SenRickScott @JohnCornyn Thank you Sen. Hawley, Sen. Scott and Sen. Cornyn! We need more Senators like you to support #hongkong! The tyranny is eliminating our youngsters and protesters, there is not much time left!
#standwithhongkong #hkprotest #HongKongHumanRightsAndDemocracyAct  #5DemandsNot1Less"
tc20194,"EXO-L, ONCE~ Liberate 🇭🇰! Fight for Freedom! #StandwithHongKong #FollowbackHongKong #科勞手足",,546,364,5761,28/9/19 2:14,12,8685,"Thank you ⁦@Reuters⁩ 
The windows of Wong Tai Sin.
Beautiful article.
#StandWithHongKong #FreeHongKong #soshk #PassHKHumanRightsAndDemocracyAct #5DemandsNot1Less #112 #112rally  https://t.co/dYRcaGZvp0"
imnotkidding5,An ordinary person,,41,5,430,29/9/19 13:33,245,437,"HK police point his gun in victim head.

The post owner told us that this photo was reported and deleted.

Let's see how twitter do.

#HKPoliceState #HKPoliceBrutality #HKPoliceTerrorism https://t.co/gHWVu8E0yP"
LReedMahalo11,“Be not forgetful to entertain strangers: for thereby some have entertained angels unawares.” Hebrews 13:2 ✌🏽 #HoldOnHope,"Honolulu, HI",406,143,67438,21/2/17 5:38,0,66961,China's top political body met in secret and issued an ominous message to Hong Kong - CNN #StandWithHongKong  https://t.co/dIrveo6rSu
cdklm4cfh,I'm a Hongkonger and I am proud of HK🇭🇰 Only HKer may know the meaning of my user name😈🤭🤣 #FollowBackHongKong #科勞手足,Hong Kong,179,140,822,28/8/19 13:15,641,1040,"【112 Global Rallies】

On 2 November (Sat), global rallies will be held in over 48 cities in 17 countries in support of autonomy for Hong Kong, as promised in the Sino-British Joint Declaration.

#FightforAutonomy #StandWithHK 
#HongKongSOS #112

https://t.co/sKRYn00GBE https://t.co/WVCEdwwSyy"
klingonchamp,"🇭🇰 // An engineer to be


#followbackHongKong",,258,177,1028,8/9/12 4:56,0,1034,@AJEnglish White terror is spreading throughout #HongKong
